TransactionID,CustomerID,Amount,Timestamp
T00082,C0170,61.64,2024-01-04 09:00:00
T00083,C0326,87.89,2024-01-04 10:00:00
T00084,C0271,51.13,2024-01-04 11:00:00
T00085,C0054,119.62,2024-01-04 12:00:00
T00086,C0491,19.85,2024-01-04 13:00:00
T00087,C0444,119.24,2024-01-04 14:00:00
T00088,C0101,53.05,2024-01-04 15:00:00
T00089,C0481,207.4,2024-01-04 16:00:00
T00090,C0264,72.41,2024-01-04 17:00:00
T00091,C0053,361.6,2024-01-04 18:00:00
T00092,C0060,92.11,2024-01-04 19:00:00
T00093,C0492,25.34,2024-01-04 20:00:00
T00094,C0108,172.48,2024-01-04 21:00:00
T00095,C0005,42.32,2024-01-04 22:00:00
T00096,C0103,42.71,2024-01-04 23:00:00
T00097,C0196,3.23,2024-01-05 00:00:00
T00098,C0262,79.57,2024-01-05 01:00:00
T00099,C0365,76.45,2024-01-05 02:00:00
T00100,C0480,44.0,2024-01-05 03:00:00
T00101,C0372,224.64,2024-01-05 04:00:00
T00102,C0350,13.78,2024-01-05 05:00:00
T00103,C0047,40.06,2024-01-05 06:00:00
T00104,C0355,38.8,2024-01-05 07:00:00
T00105,C0311,9.68,2024-01-05 08:00:00
T00106,C0424,65.61,2024-01-05 09:00:00
T00107,C0308,116.41,2024-01-05 10:00:00
T00108,C0144,71.67,2024-01-05 11:00:00
T00109,C0269,17.08,2024-01-05 12:00:00
T00110,C0370,47.37,2024-01-05 13:00:00
T00111,C0124,0.26,2024-01-05 14:00:00
T00112,C0106,202.72,2024-01-05 15:00:00
T00113,C0158,8.83,2024-01-05 16:00:00
T00114,C0147,90.95,2024-01-05 17:00:00
T00115,C0145,428.72,2024-01-05 18:00:00
T00116,C0120,76.91,2024-01-05 19:00:00
T00117,C0319,257.76,2024-01-05 20:00:00
T00118,C0275,26.93,2024-01-05 21:00:00
T00119,C0092,142.69,2024-01-05 22:00:00
T00120,C0058,75.77,2024-01-05 23:00:00
T00121,C0439,127.48,2024-01-06 00:00:00
T00122,C0346,6.44,2024-01-06 01:00:00
T00123,C0229,15.99,2024-01-06 02:00:00
T00124,C0474,14.29,2024-01-06 03:00:00
T00125,C0117,116.21,2024-01-06 04:00:00
T00126,C0318,186.07,2024-01-06 05:00:00
T00127,C0279,138.48,2024-01-06 06:00:00
T00128,C0127,3.09,2024-01-06 07:00:00
T00129,C0393,201.9,2024-01-06 08:00:00
T00130,C0396,43.72,2024-01-06 09:00:00
T00131,C0129,50.61,2024-01-06 10:00:00
T00132,C0058,11.08,2024-01-06 11:00:00
T00133,C0122,133.71,2024-01-06 12:00:00
T00134,C0001,20.12,2024-01-06 13:00:00
T00135,C0239,83.0,2024-01-06 14:00:00
T00136,C0290,183.7,2024-01-06 15:00:00
T00137,C0096,9.34,2024-01-06 16:00:00
T00138,C0126,76.64,2024-01-06 17:00:00
T00139,C0118,26.56,2024-01-06 18:00:00
T00140,C0048,42.0,2024-01-06 19:00:00
T00141,C0089,64.24,2024-01-06 20:00:00
T00142,C0488,43.87,2024-01-06 21:00:00
T00143,C0237,104.65,2024-01-06 22:00:00
T00144,C0373,65.31,2024-01-06 23:00:00
T00145,C0385,87.75,2024-01-07 00:00:00
T00146,C0272,133.49,2024-01-07 01:00:00
T00147,C0189,81.59,2024-01-07 02:00:00
T00148,C0487,88.32,2024-01-07 03:00:00
T00149,C0192,83.12,2024-01-07 04:00:00
T00150,C0447,47.61,2024-01-07 05:00:00
T00151,C0069,41.17,2024-01-07 06:00:00
T00152,C0278,229.91,2024-01-07 07:00:00
T00153,C0349,93.54,2024-01-07 08:00:00
T00154,C0247,28.02,2024-01-07 09:00:00
T00155,C0451,68.96,2024-01-07 10:00:00
T00156,C0076,40.1,2024-01-07 11:00:00
T00157,C0154,271.34,2024-01-07 12:00:00
T00158,C0144,0.76,2024-01-07 13:00:00
T00159,C0435,25.53,2024-01-07 14:00:00
T00160,C0485,45.47,2024-01-07 15:00:00
T00161,C0086,66.91,2024-01-07 16:00:00
T00162,C0185,190.26,2024-01-07 17:00:00
T00163,C0285,9.2,2024-01-07 18:00:00
T00164,C0462,163.92,2024-01-07 19:00:00
T00165,C0220,5.73,2024-01-07 20:00:00
T00166,C0069,184.71,2024-01-07 21:00:00
T00167,C0047,5.3,2024-01-07 22:00:00
T00168,C0497,1.84,2024-01-07 23:00:00
T00169,C0094,119.39,2024-01-08 00:00:00
T00170,C0238,589.82,2024-01-08 01:00:00
T00171,C0446,226.92,2024-01-08 02:00:00
T00172,C0500,85.8,2024-01-08 03:00:00
T00173,C0453,249.37,2024-01-08 04:00:00
T00174,C0204,0.53,2024-01-08 05:00:00
T00175,C0400,369.16,2024-01-08 06:00:00
T00176,C0218,67.48,2024-01-08 07:00:00
T00177,C0474,128.34,2024-01-08 08:00:00
T00178,C0432,171.96,2024-01-08 09:00:00
T00179,C0341,126.75,2024-01-08 10:00:00
T00180,C0039,76.58,2024-01-08 11:00:00
T00181,C0100,64.74,2024-01-08 12:00:00
T00182,C0289,182.38,2024-01-08 13:00:00
T00183,C0254,22.95,2024-01-08 14:00:00
T00184,C0222,344.18,2024-01-08 15:00:00
T00185,C0357,124.12,2024-01-08 16:00:00
T00186,C0023,22.25,2024-01-08 17:00:00
T00187,C0250,133.27,2024-01-08 18:00:00
T00188,C0010,75.47,2024-01-08 19:00:00
T00189,C0246,122.84,2024-01-08 20:00:00
T00190,C0325,146.01,2024-01-08 21:00:00
T00191,C0100,9.13,2024-01-08 22:00:00
T00192,C0290,70.54,2024-01-08 23:00:00
T00193,C0180,268.85,2024-01-09 00:00:00
T00194,C0223,38.66,2024-01-09 01:00:00
T00195,C0394,90.11,2024-01-09 02:00:00
T00196,C0250,46.08,2024-01-09 03:00:00
T00197,C0147,60.56,2024-01-09 04:00:00
T00198,C0442,79.54,2024-01-09 05:00:00
T00199,C0096,79.61,2024-01-09 06:00:00
T00200,C0257,22.53,2024-01-09 07:00:00
T00201,C0325,115.38,2024-01-09 08:00:00
T00202,C0493,9.2,2024-01-09 09:00:00
T00203,C0004,14.95,2024-01-09 10:00:00
T00204,C0016,0.27,2024-01-09 11:00:00
T00205,C0280,12.41,2024-01-09 12:00:00
T00206,C0336,64.09,2024-01-09 13:00:00
T00207,C0247,93.17,2024-01-09 14:00:00
T00208,C0258,158.13,2024-01-09 15:00:00
T00209,C0497,11.28,2024-01-09 16:00:00
T00210,C0476,190.2,2024-01-09 17:00:00
T00211,C0384,137.03,2024-01-09 18:00:00
T00212,C0160,52.51,2024-01-09 19:00:00
T00213,C0475,270.21,2024-01-09 20:00:00
T00214,C0340,470.27,2024-01-09 21:00:00
T00215,C0152,22.94,2024-01-09 22:00:00
T00216,C0396,47.68,2024-01-09 23:00:00
T00217,C0178,260.98,2024-01-10 00:00:00
T00218,C0163,127.87,2024-01-10 01:00:00
T00219,C0380,4.93,2024-01-10 02:00:00
T00220,C0033,152.1,2024-01-10 03:00:00
T00221,C0417,175.99,2024-01-10 04:00:00
T00222,C0445,138.83,2024-01-10 05:00:00
T00223,C0179,160.71,2024-01-10 06:00:00
T00224,C0427,174.37,2024-01-10 07:00:00
T00225,C0101,20.63,2024-01-10 08:00:00
T00226,C0268,26.88,2024-01-10 09:00:00
T00227,C0323,100.45,2024-01-10 10:00:00
T00228,C0065,238.45,2024-01-10 11:00:00
T00229,C0417,38.01,2024-01-10 12:00:00
T00230,C0168,88.75,2024-01-10 13:00:00
T00231,C0330,114.88,2024-01-10 14:00:00
T00232,C0043,60.14,2024-01-10 15:00:00
T00233,C0044,125.1,2024-01-10 16:00:00
T00234,C0285,229.93,2024-01-10 17:00:00
T00235,C0397,97.84,2024-01-10 18:00:00
T00236,C0012,77.61,2024-01-10 19:00:00
T00237,C0095,57.76,2024-01-10 20:00:00
T00238,C0302,86.15,2024-01-10 21:00:00
T00239,C0386,43.91,2024-01-10 22:00:00
T00240,C0253,49.67,2024-01-10 23:00:00
T00241,C0499,75.9,2024-01-11 00:00:00
T00242,C0242,6.89,2024-01-11 01:00:00
T00243,C0035,26.01,2024-01-11 02:00:00
T00244,C0215,78.27,2024-01-11 03:00:00
T00245,C0337,56.48,2024-01-11 04:00:00
T00246,C0090,40.47,2024-01-11 05:00:00
T00247,C0264,131.14,2024-01-11 06:00:00
T00248,C0093,118.32,2024-01-11 07:00:00
T00249,C0410,18.24,2024-01-11 08:00:00
T00250,C0458,210.89,2024-01-11 09:00:00
T00251,C0090,68.4,2024-01-11 10:00:00
T00252,C0418,135.27,2024-01-11 11:00:00
T00253,C0115,85.13,2024-01-11 12:00:00
T00254,C0105,607.16,2024-01-11 13:00:00
T00255,C0391,139.6,2024-01-11 14:00:00
T00256,C0196,122.75,2024-01-11 15:00:00
T00257,C0314,150.77,2024-01-11 16:00:00
T00258,C0114,15.45,2024-01-11 17:00:00
T00259,C0493,22.88,2024-01-11 18:00:00
T00260,C0075,125.2,2024-01-11 19:00:00
T00261,C0413,68.12,2024-01-11 20:00:00
T00262,C0376,140.5,2024-01-11 21:00:00
T00263,C0420,10.86,2024-01-11 22:00:00
T00264,C0217,76.89,2024-01-11 23:00:00
T00265,C0277,47.61,2024-01-12 00:00:00
T00266,C0249,61.06,2024-01-12 01:00:00
T00267,C0164,92.62,2024-01-12 02:00:00
T00268,C0394,69.77,2024-01-12 03:00:00
T00269,C0357,77.62,2024-01-12 04:00:00
T00270,C0457,66.62,2024-01-12 05:00:00
T00271,C0408,52.59,2024-01-12 06:00:00
T00272,C0192,147.79,2024-01-12 07:00:00
T00273,C0227,1.23,2024-01-12 08:00:00
T00274,C0177,91.24,2024-01-12 09:00:00
T00275,C0099,83.36,2024-01-12 10:00:00
T00276,C0496,125.94,2024-01-12 11:00:00
T00277,C0036,91.39,2024-01-12 12:00:00
T00278,C0466,175.33,2024-01-12 13:00:00
T00279,C0497,319.6,2024-01-12 14:00:00
T00280,C0487,41.93,2024-01-12 15:00:00
T00281,C0096,25.79,2024-01-12 16:00:00
T00282,C0152,55.09,2024-01-12 17:00:00
T00283,C0151,33.96,2024-01-12 18:00:00
T00284,C0190,95.44,2024-01-12 19:00:00
T00285,C0224,242.87,2024-01-12 20:00:00
T00286,C0037,14.98,2024-01-12 21:00:00
T00287,C0268,10.62,2024-01-12 22:00:00
T00288,C0369,29.57,2024-01-12 23:00:00
T00289,C0183,129.5,2024-01-13 00:00:00
T00290,C0013,89.89,2024-01-13 01:00:00
T00291,C0279,10.78,2024-01-13 02:00:00
T00292,C0217,251.02,2024-01-13 03:00:00
T00293,C0355,156.11,2024-01-13 04:00:00
T00294,C0361,2.33,2024-01-13 05:00:00
T00295,C0286,105.37,2024-01-13 06:00:00
T00296,C0273,147.51,2024-01-13 07:00:00
T00297,C0369,46.91,2024-01-13 08:00:00
T00298,C0062,7.14,2024-01-13 09:00:00
T00299,C0084,8.05,2024-01-13 10:00:00
T00300,C0368,11.01,2024-01-13 11:00:00
T00301,C0217,183.53,2024-01-13 12:00:00
T00302,C0342,241.56,2024-01-13 13:00:00
T00303,C0397,13.1,2024-01-13 14:00:00
T00304,C0187,26.91,2024-01-13 15:00:00
T00305,C0019,18.09,2024-01-13 16:00:00
T00306,C0177,20.62,2024-01-13 17:00:00
T00307,C0100,181.7,2024-01-13 18:00:00
T00308,C0396,40.37,2024-01-13 19:00:00
T00309,C0445,37.32,2024-01-13 20:00:00
T00310,C0233,25.8,2024-01-13 21:00:00
T00311,C0403,93.62,2024-01-13 22:00:00
T00312,C0076,47.69,2024-01-13 23:00:00
T00313,C0265,136.36,2024-01-14 00:00:00
T00314,C0455,23.01,2024-01-14 01:00:00
T00315,C0284,155.02,2024-01-14 02:00:00
T00316,C0206,92.56,2024-01-14 03:00:00
T00317,C0223,12.13,2024-01-14 04:00:00
T00318,C0384,53.53,2024-01-14 05:00:00
T00319,C0052,199.16,2024-01-14 06:00:00
T00320,C0339,256.34,2024-01-14 07:00:00
T00321,C0367,62.68,2024-01-14 08:00:00
T00322,C0144,65.55,2024-01-14 09:00:00
T00323,C0373,250.66,2024-01-14 10:00:00
T00324,C0069,88.45,2024-01-14 11:00:00
T00325,C0099,3.34,2024-01-14 12:00:00
T00326,C0396,243.9,2024-01-14 13:00:00
T00327,C0025,28.53,2024-01-14 14:00:00
T00328,C0436,86.19,2024-01-14 15:00:00
T00329,C0379,18.09,2024-01-14 16:00:00
T00330,C0469,3.45,2024-01-14 17:00:00
T00331,C0484,37.32,2024-01-14 18:00:00
T00332,C0053,151.64,2024-01-14 19:00:00
T00333,C0151,32.52,2024-01-14 20:00:00
T00334,C0144,24.86,2024-01-14 21:00:00
T00335,C0057,23.91,2024-01-14 22:00:00
T00336,C0039,72.4,2024-01-14 23:00:00
T00337,C0109,371.08,2024-01-15 00:00:00
T00338,C0181,61.43,2024-01-15 01:00:00
T00339,C0042,81.49,2024-01-15 02:00:00
T00340,C0186,197.06,2024-01-15 03:00:00
T00341,C0423,76.59,2024-01-15 04:00:00
T00342,C0398,20.39,2024-01-15 05:00:00
T00343,C0223,35.61,2024-01-15 06:00:00
T00344,C0122,37.1,2024-01-15 07:00:00
T00345,C0133,50.64,2024-01-15 08:00:00
T00346,C0163,55.65,2024-01-15 09:00:00
T00347,C0215,160.83,2024-01-15 10:00:00
T00348,C0221,42.98,2024-01-15 11:00:00
T00349,C0235,63.15,2024-01-15 12:00:00
T00350,C0331,98.08,2024-01-15 13:00:00
T00351,C0146,47.44,2024-01-15 14:00:00
T00352,C0239,181.13,2024-01-15 15:00:00
T00353,C0076,88.54,2024-01-15 16:00:00
T00354,C0009,34.82,2024-01-15 17:00:00
T00355,C0074,125.2,2024-01-15 18:00:00
T00356,C0442,75.0,2024-01-15 19:00:00
T00357,C0492,76.45,2024-01-15 20:00:00
T00358,C0401,65.6,2024-01-15 21:00:00
T00359,C0253,68.72,2024-01-15 22:00:00
T00360,C0230,144.97,2024-01-15 23:00:00
T00361,C0007,10.87,2024-01-16 00:00:00
T00362,C0174,40.7,2024-01-16 01:00:00
T00363,C0141,7.85,2024-01-16 02:00:00
T00364,C0168,139.94,2024-01-16 03:00:00
T00365,C0170,31.79,2024-01-16 04:00:00
T00366,C0393,227.72,2024-01-16 05:00:00
T00367,C0434,74.78,2024-01-16 06:00:00
T00368,C0283,161.32,2024-01-16 07:00:00
T00369,C0122,386.0,2024-01-16 08:00:00
T00370,C0194,183.13,2024-01-16 09:00:00
T00371,C0005,201.74,2024-01-16 10:00:00
T00372,C0029,52.42,2024-01-16 11:00:00
T00373,C0165,80.23,2024-01-16 12:00:00
T00374,C0422,29.29,2024-01-16 13:00:00
T00375,C0339,21.83,2024-01-16 14:00:00
T00376,C0136,70.42,2024-01-16 15:00:00
T00377,C0496,90.4,2024-01-16 16:00:00
T00378,C0365,41.44,2024-01-16 17:00:00
T00379,C0321,84.27,2024-01-16 18:00:00
T00380,C0342,218.45,2024-01-16 19:00:00
T00381,C0500,81.36,2024-01-16 20:00:00
T00382,C0145,127.59,2024-01-16 21:00:00
T00383,C0327,163.64,2024-01-16 22:00:00
T00384,C0217,448.55,2024-01-16 23:00:00
T00385,C0301,92.43,2024-01-17 00:00:00
T00386,C0132,164.43,2024-01-17 01:00:00
T00387,C0292,328.74,2024-01-17 02:00:00
T00388,C0070,288.97,2024-01-17 03:00:00
T00389,C0252,15.21,2024-01-17 04:00:00
T00390,C0415,52.15,2024-01-17 05:00:00
T00391,C0275,39.15,2024-01-17 06:00:00
T00392,C0445,9.09,2024-01-17 07:00:00
T00393,C0364,100.3,2024-01-17 08:00:00
T00394,C0182,133.14,2024-01-17 09:00:00
T00395,C0167,188.47,2024-01-17 10:00:00
T00396,C0091,13.1,2024-01-17 11:00:00
T00397,C0202,209.11,2024-01-17 12:00:00
T00398,C0346,102.98,2024-01-17 13:00:00
T00399,C0019,121.72,2024-01-17 14:00:00
T00400,C0039,241.49,2024-01-17 15:00:00
T00401,C0126,98.02,2024-01-17 16:00:00
T00402,C0451,40.93,2024-01-17 17:00:00
T00403,C0173,174.36,2024-01-17 18:00:00
T00404,C0141,45.11,2024-01-17 19:00:00
T00405,C0242,3.48,2024-01-17 20:00:00
T00406,C0220,177.58,2024-01-17 21:00:00
T00407,C0126,42.34,2024-01-17 22:00:00
T00408,C0058,148.65,2024-01-17 23:00:00
T00409,C0148,45.06,2024-01-18 00:00:00
T00410,C0476,197.38,2024-01-18 01:00:00
T00411,C0456,24.78,2024-01-18 02:00:00
T00412,C0317,367.09,2024-01-18 03:00:00
T00413,C0383,151.3,2024-01-18 04:00:00
T00414,C0361,12.13,2024-01-18 05:00:00
T00415,C0423,83.42,2024-01-18 06:00:00
T00416,C0001,422.45,2024-01-18 07:00:00
T00417,C0387,63.69,2024-01-18 08:00:00
T00418,C0461,20.1,2024-01-18 09:00:00
T00419,C0348,66.32,2024-01-18 10:00:00
T00420,C0190,71.84,2024-01-18 11:00:00
T00421,C0191,135.36,2024-01-18 12:00:00
T00422,C0369,120.01,2024-01-18 13:00:00
T00423,C0409,51.51,2024-01-18 14:00:00
T00424,C0312,24.59,2024-01-18 15:00:00
T00425,C0417,103.58,2024-01-18 16:00:00
T00426,C0422,54.77,2024-01-18 17:00:00
T00427,C0117,14.19,2024-01-18 18:00:00
T00428,C0134,230.83,2024-01-18 19:00:00
T00429,C0058,117.51,2024-01-18 20:00:00
T00430,C0044,114.94,2024-01-18 21:00:00
T00431,C0173,172.93,2024-01-18 22:00:00
T00432,C0160,75.43,2024-01-18 23:00:00
T00433,C0173,168.77,2024-01-19 00:00:00
T00434,C0317,68.93,2024-01-19 01:00:00
T00435,C0303,6.95,2024-01-19 02:00:00
T00436,C0149,51.96,2024-01-19 03:00:00
T00437,C0080,68.81,2024-01-19 04:00:00
T00438,C0374,127.37,2024-01-19 05:00:00
T00439,C0213,11.27,2024-01-19 06:00:00
T00440,C0203,15.08,2024-01-19 07:00:00
T00441,C0252,30.61,2024-01-19 08:00:00
T00442,C0229,30.99,2024-01-19 09:00:00
T00443,C0164,131.75,2024-01-19 10:00:00
T00444,C0227,28.87,2024-01-19 11:00:00
T00445,C0147,100.27,2024-01-19 12:00:00
T00446,C0020,68.18,2024-01-19 13:00:00
T00447,C0441,85.17,2024-01-19 14:00:00
T00448,C0402,182.08,2024-01-19 15:00:00
T00449,C0047,51.82,2024-01-19 16:00:00
T00450,C0233,147.36,2024-01-19 17:00:00
T00451,C0305,54.82,2024-01-19 18:00:00
T00452,C0014,43.68,2024-01-19 19:00:00
T00453,C0143,318.51,2024-01-19 20:00:00
T00454,C0415,20.38,2024-01-19 21:00:00
T00455,C0001,9.47,2024-01-19 22:00:00
T00456,C0373,147.4,2024-01-19 23:00:00
T00457,C0054,7.07,2024-01-20 00:00:00
T00458,C0374,181.45,2024-01-20 01:00:00
T00459,C0259,57.48,2024-01-20 02:00:00
T00460,C0144,247.12,2024-01-20 03:00:00
T00461,C0471,127.85,2024-01-20 04:00:00
T00462,C0441,94.26,2024-01-20 05:00:00
T00463,C0459,298.2,2024-01-20 06:00:00
T00464,C0012,50.53,2024-01-20 07:00:00
T00465,C0330,308.1,2024-01-20 08:00:00
T00466,C0224,14.5,2024-01-20 09:00:00
T00467,C0272,66.12,2024-01-20 10:00:00
T00468,C0456,31.46,2024-01-20 11:00:00
T00469,C0358,77.62,2024-01-20 12:00:00
T00470,C0460,17.68,2024-01-20 13:00:00
T00471,C0408,184.22,2024-01-20 14:00:00
T00472,C0156,187.35,2024-01-20 15:00:00
T00473,C0373,310.64,2024-01-20 16:00:00
T00474,C0008,16.8,2024-01-20 17:00:00
T00475,C0122,97.64,2024-01-20 18:00:00
T00476,C0348,64.29,2024-01-20 19:00:00
T00477,C0164,42.22,2024-01-20 20:00:00
T00478,C0090,43.32,2024-01-20 21:00:00
T00479,C0136,53.24,2024-01-20 22:00:00
T00480,C0186,122.05,2024-01-20 23:00:00
T00481,C0316,91.2,2024-01-21 00:00:00
T00482,C0178,61.56,2024-01-21 01:00:00
T00483,C0028,7.9,2024-01-21 02:00:00
T00484,C0220,8.1,2024-01-21 03:00:00
T00485,C0357,0.23,2024-01-21 04:00:00
T00486,C0041,343.27,2024-01-21 05:00:00
T00487,C0228,0.53,2024-01-21 06:00:00
T00488,C0192,10.88,2024-01-21 07:00:00
T00489,C0411,37.77,2024-01-21 08:00:00
T00490,C0447,164.73,2024-01-21 09:00:00
T00491,C0145,327.28,2024-01-21 10:00:00
T00492,C0201,156.07,2024-01-21 11:00:00
T00493,C0417,117.3,2024-01-21 12:00:00
T00494,C0212,73.67,2024-01-21 13:00:00
T00495,C0461,9.07,2024-01-21 14:00:00
T00496,C0220,317.42,2024-01-21 15:00:00
T00497,C0240,142.04,2024-01-21 16:00:00
T00498,C0413,101.87,2024-01-21 17:00:00
T00499,C0397,142.31,2024-01-21 18:00:00
T00500,C0046,128.77,2024-01-21 19:00:00
