TransactionID,CustomerID,Amount,Timestamp
T4_81,1648,154.03,2023-01-01 01:20:00
T4_82,1016,522.87,2023-01-01 01:21:00
T4_83,9308,22.21,2023-01-01 01:22:00
T4_84,7476,81.35,2023-01-01 01:23:00
T4_85,6942,284.76,2023-01-01 01:24:00
T4_86,2545,403.91,2023-01-01 01:25:00
T4_87,3693,137.91,2023-01-01 01:26:00
T4_88,8599,23.22,2023-01-01 01:27:00
T4_89,5089,347.61,2023-01-01 01:28:00
T4_90,7259,28.76,2023-01-01 01:29:00
T4_91,6058,65.28,2023-01-01 01:30:00
T4_92,4240,70.62,2023-01-01 01:31:00
T4_93,5942,88.94,2023-01-01 01:32:00
T4_94,4788,234.22,2023-01-01 01:33:00
T4_95,7953,243.03,2023-01-01 01:34:00
T4_96,1371,190.76,2023-01-01 01:35:00
T4_97,8020,3.36,2023-01-01 01:36:00
T4_98,8120,124.81,2023-01-01 01:37:00
T4_99,6702,206.45,2023-01-01 01:38:00
T4_100,9347,88.22,2023-01-01 01:39:00
T4_101,3661,434.89,2023-01-01 01:40:00
T4_102,8180,260.43,2023-01-01 01:41:00
T4_103,7651,152.48,2023-01-01 01:42:00
T4_104,9656,9.67,2023-01-01 01:43:00
T4_105,5878,158.48,2023-01-01 01:44:00
T4_106,5315,363.85,2023-01-01 01:45:00
T4_107,7158,71.57,2023-01-01 01:46:00
T4_108,9308,273.15,2023-01-01 01:47:00
T4_109,7474,56.35,2023-01-01 01:48:00
T4_110,2374,126.63,2023-01-01 01:49:00
T4_111,8393,156.8,2023-01-01 01:50:00
T4_112,5403,169.98,2023-01-01 01:51:00
T4_113,4546,321.26,2023-01-01 01:52:00
T4_114,4977,40.11,2023-01-01 01:53:00
T4_115,4411,45.65,2023-01-01 01:54:00
T4_116,9988,182.63,2023-01-01 01:55:00
T4_117,4892,29.26,2023-01-01 01:56:00
T4_118,8324,93.62,2023-01-01 01:57:00
T4_119,9342,3.04,2023-01-01 01:58:00
T4_120,4249,22.79,2023-01-01 01:59:00
T4_121,1111,170.38,2023-01-01 02:00:00
T4_122,1682,206.43,2023-01-01 02:01:00
T4_123,2161,18.38,2023-01-01 02:02:00
T4_124,8400,38.76,2023-01-01 02:03:00
T4_125,3379,15.62,2023-01-01 02:04:00
T4_126,6426,85.22,2023-01-01 02:05:00
T4_127,9352,20.22,2023-01-01 02:06:00
T4_128,2425,86.25,2023-01-01 02:07:00
T4_129,4661,197.57,2023-01-01 02:08:00
T4_130,9469,172.51,2023-01-01 02:09:00
T4_131,8040,49.37,2023-01-01 02:10:00
T4_132,5592,168.02,2023-01-01 02:11:00
T4_133,8530,394.06,2023-01-01 02:12:00
T4_134,4107,64.05,2023-01-01 02:13:00
T4_135,1302,59.87,2023-01-01 02:14:00
T4_136,5533,127.1,2023-01-01 02:15:00
T4_137,3773,42.26,2023-01-01 02:16:00
T4_138,8199,158.15,2023-01-01 02:17:00
T4_139,5281,267.8,2023-01-01 02:18:00
T4_140,5768,92.24,2023-01-01 02:19:00
T4_141,2000,170.68,2023-01-01 02:20:00
T4_142,2718,158.28,2023-01-01 02:21:00
T4_143,8169,5.91,2023-01-01 02:22:00
T4_144,8361,30.39,2023-01-01 02:23:00
T4_145,4830,335.98,2023-01-01 02:24:00
T4_146,8154,419.27,2023-01-01 02:25:00
T4_147,6020,227.42,2023-01-01 02:26:00
T4_148,3882,381.22,2023-01-01 02:27:00
T4_149,1998,54.82,2023-01-01 02:28:00
T4_150,1284,42.7,2023-01-01 02:29:00
T4_151,9612,72.75,2023-01-01 02:30:00
T4_152,3160,8.54,2023-01-01 02:31:00
T4_153,4065,249.01,2023-01-01 02:32:00
T4_154,2494,621.93,2023-01-01 02:33:00
T4_155,5623,260.62,2023-01-01 02:34:00
T4_156,3543,121.44,2023-01-01 02:35:00
T4_157,5800,52.49,2023-01-01 02:36:00
T4_158,9913,33.04,2023-01-01 02:37:00
T4_159,2401,67.9,2023-01-01 02:38:00
T4_160,1445,164.93,2023-01-01 02:39:00
T4_161,5522,88.88,2023-01-01 02:40:00
T4_162,4767,407.85,2023-01-01 02:41:00
T4_163,3551,288.85,2023-01-01 02:42:00
T4_164,6646,16.2,2023-01-01 02:43:00
T4_165,4888,21.15,2023-01-01 02:44:00
T4_166,5816,169.16,2023-01-01 02:45:00
T4_167,3731,39.35,2023-01-01 02:46:00
T4_168,8699,234.83,2023-01-01 02:47:00
T4_169,3629,134.24,2023-01-01 02:48:00
T4_170,8687,39.17,2023-01-01 02:49:00
T4_171,2057,97.71,2023-01-01 02:50:00
T4_172,7834,78.15,2023-01-01 02:51:00
T4_173,9949,309.72,2023-01-01 02:52:00
T4_174,2795,4.9,2023-01-01 02:53:00
T4_175,5849,339.28,2023-01-01 02:54:00
T4_176,9215,158.37,2023-01-01 02:55:00
T4_177,5150,200.65,2023-01-01 02:56:00
T4_178,7947,0.39,2023-01-01 02:57:00
T4_179,7470,148.43,2023-01-01 02:58:00
T4_180,8179,133.19,2023-01-01 02:59:00
T4_181,4712,115.57,2023-01-01 03:00:00
T4_182,6458,231.17,2023-01-01 03:01:00
T4_183,6315,121.75,2023-01-01 03:02:00
T4_184,6381,291.84,2023-01-01 03:03:00
T4_185,4174,39.72,2023-01-01 03:04:00
T4_186,7387,245.97,2023-01-01 03:05:00
T4_187,9973,29.64,2023-01-01 03:06:00
T4_188,7767,251.59,2023-01-01 03:07:00
T4_189,1566,423.17,2023-01-01 03:08:00
T4_190,5622,61.35,2023-01-01 03:09:00
T4_191,5132,113.22,2023-01-01 03:10:00
T4_192,9830,161.09,2023-01-01 03:11:00
T4_193,7995,12.42,2023-01-01 03:12:00
T4_194,5167,102.21,2023-01-01 03:13:00
T4_195,3670,67.08,2023-01-01 03:14:00
T4_196,9296,308.89,2023-01-01 03:15:00
T4_197,2682,313.95,2023-01-01 03:16:00
T4_198,9490,180.99,2023-01-01 03:17:00
T4_199,1770,159.95,2023-01-01 03:18:00
T4_200,4854,198.46,2023-01-01 03:19:00
T4_201,4118,68.35,2023-01-01 03:20:00
T4_202,3132,77.76,2023-01-01 03:21:00
T4_203,8225,121.02,2023-01-01 03:22:00
T4_204,1990,417.16,2023-01-01 03:23:00
T4_205,1710,193.1,2023-01-01 03:24:00
T4_206,5304,120.11,2023-01-01 03:25:00
T4_207,6367,220.72,2023-01-01 03:26:00
T4_208,1038,69.52,2023-01-01 03:27:00
T4_209,2275,196.66,2023-01-01 03:28:00
T4_210,8069,79.32,2023-01-01 03:29:00
T4_211,5857,49.21,2023-01-01 03:30:00
T4_212,2436,141.14,2023-01-01 03:31:00
T4_213,3099,174.17,2023-01-01 03:32:00
T4_214,9565,92.23,2023-01-01 03:33:00
T4_215,8693,125.03,2023-01-01 03:34:00
T4_216,5251,177.66,2023-01-01 03:35:00
T4_217,5025,218.97,2023-01-01 03:36:00
T4_218,7212,338.89,2023-01-01 03:37:00
T4_219,4234,65.67,2023-01-01 03:38:00
T4_220,8662,453.86,2023-01-01 03:39:00
T4_221,8550,152.12,2023-01-01 03:40:00
T4_222,4123,232.46,2023-01-01 03:41:00
T4_223,1653,180.48,2023-01-01 03:42:00
T4_224,5158,34.52,2023-01-01 03:43:00
T4_225,9700,11.12,2023-01-01 03:44:00
T4_226,6543,194.35,2023-01-01 03:45:00
T4_227,3197,107.33,2023-01-01 03:46:00
T4_228,4911,181.71,2023-01-01 03:47:00
T4_229,6235,97.18,2023-01-01 03:48:00
T4_230,5799,56.15,2023-01-01 03:49:00
T4_231,9707,50.32,2023-01-01 03:50:00
T4_232,6360,196.7,2023-01-01 03:51:00
T4_233,9221,48.61,2023-01-01 03:52:00
T4_234,1325,188.12,2023-01-01 03:53:00
T4_235,4766,72.67,2023-01-01 03:54:00
T4_236,5111,221.04,2023-01-01 03:55:00
T4_237,9302,23.11,2023-01-01 03:56:00
T4_238,8015,34.41,2023-01-01 03:57:00
T4_239,7856,173.71,2023-01-01 03:58:00
T4_240,1106,123.23,2023-01-01 03:59:00
T4_241,3426,34.2,2023-01-01 04:00:00
T4_242,5378,349.69,2023-01-01 04:01:00
T4_243,5364,48.43,2023-01-01 04:02:00
T4_244,3531,81.99,2023-01-01 04:03:00
T4_245,7810,33.9,2023-01-01 04:04:00
T4_246,6316,73.66,2023-01-01 04:05:00
T4_247,6362,101.49,2023-01-01 04:06:00
T4_248,5693,52.49,2023-01-01 04:07:00
T4_249,9990,219.86,2023-01-01 04:08:00
T4_250,6268,75.11,2023-01-01 04:09:00
T4_251,3011,196.13,2023-01-01 04:10:00
T4_252,1425,34.8,2023-01-01 04:11:00
T4_253,4044,70.99,2023-01-01 04:12:00
T4_254,7229,1.21,2023-01-01 04:13:00
T4_255,2239,213.22,2023-01-01 04:14:00
T4_256,7566,147.48,2023-01-01 04:15:00
T4_257,4391,255.42,2023-01-01 04:16:00
T4_258,5213,91.21,2023-01-01 04:17:00
T4_259,4997,241.22,2023-01-01 04:18:00
T4_260,4006,156.44,2023-01-01 04:19:00
T4_261,8025,0.54,2023-01-01 04:20:00
T4_262,4039,43.89,2023-01-01 04:21:00
T4_263,7558,102.15,2023-01-01 04:22:00
T4_264,9790,144.62,2023-01-01 04:23:00
T4_265,2184,10.18,2023-01-01 04:24:00
T4_266,3584,183.16,2023-01-01 04:25:00
T4_267,9102,117.64,2023-01-01 04:26:00
T4_268,8116,111.91,2023-01-01 04:27:00
T4_269,5383,51.81,2023-01-01 04:28:00
T4_270,4936,135.51,2023-01-01 04:29:00
T4_271,2699,4.18,2023-01-01 04:30:00
T4_272,5507,10.03,2023-01-01 04:31:00
T4_273,1135,198.57,2023-01-01 04:32:00
T4_274,3025,58.27,2023-01-01 04:33:00
T4_275,4535,63.92,2023-01-01 04:34:00
T4_276,5854,35.05,2023-01-01 04:35:00
T4_277,6367,88.49,2023-01-01 04:36:00
T4_278,3890,8.01,2023-01-01 04:37:00
T4_279,3757,53.58,2023-01-01 04:38:00
T4_280,4773,112.34,2023-01-01 04:39:00
T4_281,9572,94.0,2023-01-01 04:40:00
T4_282,7652,1202.3,2023-01-01 04:41:00
T4_283,2528,73.84,2023-01-01 04:42:00
T4_284,5571,73.41,2023-01-01 04:43:00
T4_285,6049,105.05,2023-01-01 04:44:00
T4_286,1848,31.66,2023-01-01 04:45:00
T4_287,5127,313.49,2023-01-01 04:46:00
T4_288,8351,127.39,2023-01-01 04:47:00
T4_289,6866,32.0,2023-01-01 04:48:00
T4_290,6869,236.58,2023-01-01 04:49:00
T4_291,3121,5.24,2023-01-01 04:50:00
T4_292,5681,607.38,2023-01-01 04:51:00
T4_293,1472,300.54,2023-01-01 04:52:00
T4_294,2787,130.0,2023-01-01 04:53:00
T4_295,1113,17.7,2023-01-01 04:54:00
T4_296,7473,36.36,2023-01-01 04:55:00
T4_297,9530,49.16,2023-01-01 04:56:00
T4_298,3285,41.37,2023-01-01 04:57:00
T4_299,2196,103.23,2023-01-01 04:58:00
T4_300,1078,433.87,2023-01-01 04:59:00
T4_301,5559,88.09,2023-01-01 05:00:00
T4_302,7017,162.51,2023-01-01 05:01:00
T4_303,3652,174.99,2023-01-01 05:02:00
T4_304,5318,307.87,2023-01-01 05:03:00
T4_305,6385,5.16,2023-01-01 05:04:00
T4_306,8054,77.71,2023-01-01 05:05:00
T4_307,1827,230.38,2023-01-01 05:06:00
T4_308,5923,253.0,2023-01-01 05:07:00
T4_309,4385,393.28,2023-01-01 05:08:00
T4_310,7056,182.0,2023-01-01 05:09:00
T4_311,2965,42.19,2023-01-01 05:10:00
T4_312,3427,105.68,2023-01-01 05:11:00
T4_313,3841,4.93,2023-01-01 05:12:00
T4_314,9805,156.16,2023-01-01 05:13:00
T4_315,9754,121.21,2023-01-01 05:14:00
T4_316,7563,164.87,2023-01-01 05:15:00
T4_317,6840,399.19,2023-01-01 05:16:00
T4_318,8810,174.37,2023-01-01 05:17:00
T4_319,7064,57.95,2023-01-01 05:18:00
T4_320,8144,33.23,2023-01-01 05:19:00
T4_321,5352,289.28,2023-01-01 05:20:00
T4_322,1184,32.41,2023-01-01 05:21:00
T4_323,6809,26.44,2023-01-01 05:22:00
T4_324,5065,34.72,2023-01-01 05:23:00
T4_325,8181,106.65,2023-01-01 05:24:00
T4_326,9437,19.89,2023-01-01 05:25:00
T4_327,8504,417.38,2023-01-01 05:26:00
T4_328,8426,508.33,2023-01-01 05:27:00
T4_329,3087,546.31,2023-01-01 05:28:00
T4_330,1600,5.99,2023-01-01 05:29:00
T4_331,8804,438.37,2023-01-01 05:30:00
T4_332,6537,893.7,2023-01-01 05:31:00
T4_333,4033,428.21,2023-01-01 05:32:00
T4_334,3056,166.73,2023-01-01 05:33:00
T4_335,9724,181.21,2023-01-01 05:34:00
T4_336,6084,19.56,2023-01-01 05:35:00
T4_337,3042,311.08,2023-01-01 05:36:00
T4_338,8960,9.22,2023-01-01 05:37:00
T4_339,1357,57.35,2023-01-01 05:38:00
T4_340,1377,709.13,2023-01-01 05:39:00
T4_341,5488,82.31,2023-01-01 05:40:00
T4_342,5797,21.09,2023-01-01 05:41:00
T4_343,4307,522.5,2023-01-01 05:42:00
T4_344,3596,621.59,2023-01-01 05:43:00
T4_345,1783,31.06,2023-01-01 05:44:00
T4_346,6924,300.15,2023-01-01 05:45:00
T4_347,3379,74.25,2023-01-01 05:46:00
T4_348,8831,72.04,2023-01-01 05:47:00
T4_349,6267,45.71,2023-01-01 05:48:00
T4_350,8638,6.86,2023-01-01 05:49:00
T4_351,3538,46.8,2023-01-01 05:50:00
T4_352,1861,8.29,2023-01-01 05:51:00
T4_353,2876,387.29,2023-01-01 05:52:00
T4_354,4526,162.58,2023-01-01 05:53:00
T4_355,2622,326.56,2023-01-01 05:54:00
T4_356,6518,189.5,2023-01-01 05:55:00
T4_357,3657,21.11,2023-01-01 05:56:00
T4_358,2932,423.47,2023-01-01 05:57:00
T4_359,9699,345.23,2023-01-01 05:58:00
T4_360,4478,64.17,2023-01-01 05:59:00
T4_361,3656,17.74,2023-01-01 06:00:00
T4_362,1289,182.69,2023-01-01 06:01:00
T4_363,8011,195.49,2023-01-01 06:02:00
T4_364,6858,340.71,2023-01-01 06:03:00
T4_365,8323,8.11,2023-01-01 06:04:00
T4_366,3829,22.92,2023-01-01 06:05:00
T4_367,6962,136.79,2023-01-01 06:06:00
T4_368,5812,144.8,2023-01-01 06:07:00
T4_369,8264,5.13,2023-01-01 06:08:00
T4_370,9758,75.86,2023-01-01 06:09:00
T4_371,2473,131.62,2023-01-01 06:10:00
T4_372,2987,200.86,2023-01-01 06:11:00
T4_373,8673,57.0,2023-01-01 06:12:00
T4_374,4260,99.22,2023-01-01 06:13:00
T4_375,8490,252.35,2023-01-01 06:14:00
T4_376,7739,461.53,2023-01-01 06:15:00
T4_377,4251,39.27,2023-01-01 06:16:00
T4_378,6905,43.76,2023-01-01 06:17:00
T4_379,6300,421.56,2023-01-01 06:18:00
T4_380,6054,75.61,2023-01-01 06:19:00
T4_381,2716,190.06,2023-01-01 06:20:00
T4_382,2310,142.12,2023-01-01 06:21:00
T4_383,1617,50.44,2023-01-01 06:22:00
T4_384,5257,159.01,2023-01-01 06:23:00
T4_385,7099,159.88,2023-01-01 06:24:00
T4_386,1468,134.64,2023-01-01 06:25:00
T4_387,6905,15.75,2023-01-01 06:26:00
T4_388,2139,799.99,2023-01-01 06:27:00
T4_389,9728,76.73,2023-01-01 06:28:00
T4_390,1951,152.52,2023-01-01 06:29:00
T4_391,9012,325.42,2023-01-01 06:30:00
T4_392,4006,82.56,2023-01-01 06:31:00
T4_393,7075,223.03,2023-01-01 06:32:00
T4_394,8890,535.39,2023-01-01 06:33:00
T4_395,6952,66.69,2023-01-01 06:34:00
T4_396,8077,77.95,2023-01-01 06:35:00
T4_397,2971,353.99,2023-01-01 06:36:00
T4_398,2191,26.09,2023-01-01 06:37:00
T4_399,4920,4.35,2023-01-01 06:38:00
T4_400,8765,359.35,2023-01-01 06:39:00
T4_401,7193,258.55,2023-01-01 06:40:00
T4_402,4046,539.49,2023-01-01 06:41:00
T4_403,1304,9.0,2023-01-01 06:42:00
T4_404,7339,25.47,2023-01-01 06:43:00
T4_405,9043,16.69,2023-01-01 06:44:00
T4_406,5908,172.53,2023-01-01 06:45:00
T4_407,3804,139.71,2023-01-01 06:46:00
T4_408,4936,66.79,2023-01-01 06:47:00
T4_409,1712,8.87,2023-01-01 06:48:00
T4_410,7848,153.11,2023-01-01 06:49:00
T4_411,9366,126.64,2023-01-01 06:50:00
T4_412,4205,17.97,2023-01-01 06:51:00
T4_413,6185,359.39,2023-01-01 06:52:00
T4_414,7506,33.27,2023-01-01 06:53:00
T4_415,2772,204.1,2023-01-01 06:54:00
T4_416,2074,324.52,2023-01-01 06:55:00
T4_417,6447,129.94,2023-01-01 06:56:00
T4_418,9783,42.52,2023-01-01 06:57:00
T4_419,6264,55.5,2023-01-01 06:58:00
T4_420,8322,325.4,2023-01-01 06:59:00
T4_421,7651,53.13,2023-01-01 07:00:00
T4_422,3410,205.68,2023-01-01 07:01:00
T4_423,7441,693.27,2023-01-01 07:02:00
T4_424,9685,1290.67,2023-01-01 07:03:00
T4_425,9737,114.37,2023-01-01 07:04:00
T4_426,4956,262.78,2023-01-01 07:05:00
T4_427,7553,694.57,2023-01-01 07:06:00
T4_428,7869,70.42,2023-01-01 07:07:00
T4_429,8531,43.64,2023-01-01 07:08:00
T4_430,4094,18.2,2023-01-01 07:09:00
T4_431,3365,22.78,2023-01-01 07:10:00
T4_432,7668,288.17,2023-01-01 07:11:00
T4_433,6000,133.27,2023-01-01 07:12:00
T4_434,8920,310.38,2023-01-01 07:13:00
T4_435,4347,233.71,2023-01-01 07:14:00
T4_436,4675,168.01,2023-01-01 07:15:00
T4_437,1952,140.98,2023-01-01 07:16:00
T4_438,4300,7.43,2023-01-01 07:17:00
T4_439,4179,308.68,2023-01-01 07:18:00
T4_440,4247,81.15,2023-01-01 07:19:00
T4_441,5415,123.07,2023-01-01 07:20:00
T4_442,4357,3.33,2023-01-01 07:21:00
T4_443,7472,412.5,2023-01-01 07:22:00
T4_444,6996,349.56,2023-01-01 07:23:00
T4_445,5848,117.55,2023-01-01 07:24:00
T4_446,6475,129.17,2023-01-01 07:25:00
T4_447,2037,183.13,2023-01-01 07:26:00
T4_448,9262,46.12,2023-01-01 07:27:00
T4_449,8008,37.64,2023-01-01 07:28:00
T4_450,6931,168.14,2023-01-01 07:29:00
T4_451,6642,16.54,2023-01-01 07:30:00
T4_452,1105,90.79,2023-01-01 07:31:00
T4_453,1769,101.82,2023-01-01 07:32:00
T4_454,3940,72.03,2023-01-01 07:33:00
T4_455,8899,30.73,2023-01-01 07:34:00
T4_456,7614,65.85,2023-01-01 07:35:00
T4_457,6805,61.77,2023-01-01 07:36:00
T4_458,5355,103.75,2023-01-01 07:37:00
T4_459,1933,168.44,2023-01-01 07:38:00
T4_460,9766,517.41,2023-01-01 07:39:00
T4_461,6660,23.35,2023-01-01 07:40:00
T4_462,6906,309.56,2023-01-01 07:41:00
T4_463,7050,50.15,2023-01-01 07:42:00
T4_464,9261,134.24,2023-01-01 07:43:00
T4_465,5474,118.69,2023-01-01 07:44:00
T4_466,1254,122.11,2023-01-01 07:45:00
T4_467,8087,192.75,2023-01-01 07:46:00
T4_468,5787,72.11,2023-01-01 07:47:00
T4_469,8862,57.65,2023-01-01 07:48:00
T4_470,7356,287.43,2023-01-01 07:49:00
T4_471,4742,37.29,2023-01-01 07:50:00
T4_472,3035,29.81,2023-01-01 07:51:00
T4_473,2967,2.36,2023-01-01 07:52:00
T4_474,9291,35.47,2023-01-01 07:53:00
T4_475,2852,109.64,2023-01-01 07:54:00
T4_476,4183,115.99,2023-01-01 07:55:00
T4_477,7618,44.04,2023-01-01 07:56:00
T4_478,9303,11.25,2023-01-01 07:57:00
T4_479,1182,204.76,2023-01-01 07:58:00
T4_480,7740,212.81,2023-01-01 07:59:00
T4_481,1164,920.4,2023-01-01 08:00:00
T4_482,7958,345.43,2023-01-01 08:01:00
T4_483,3137,390.68,2023-01-01 08:02:00
T4_484,1454,240.07,2023-01-01 08:03:00
T4_485,3285,143.37,2023-01-01 08:04:00
T4_486,8846,20.64,2023-01-01 08:05:00
T4_487,5822,146.05,2023-01-01 08:06:00
T4_488,1541,8.64,2023-01-01 08:07:00
T4_489,7033,324.81,2023-01-01 08:08:00
T4_490,3665,98.62,2023-01-01 08:09:00
T4_491,8149,179.34,2023-01-01 08:10:00
T4_492,6798,8.05,2023-01-01 08:11:00
T4_493,6785,114.62,2023-01-01 08:12:00
T4_494,5614,53.77,2023-01-01 08:13:00
T4_495,5292,50.31,2023-01-01 08:14:00
T4_496,7189,74.06,2023-01-01 08:15:00
T4_497,7673,0.1,2023-01-01 08:16:00
T4_498,2688,94.29,2023-01-01 08:17:00
T4_499,6095,100.0,2023-01-01 08:18:00
T4_500,8583,298.31,2023-01-01 08:19:00
T4_501,8824,89.27,2023-01-01 08:20:00
T4_502,2637,67.78,2023-01-01 08:21:00
T4_503,6966,787.34,2023-01-01 08:22:00
T4_504,5670,127.02,2023-01-01 08:23:00
T4_505,6203,95.97,2023-01-01 08:24:00
T4_506,6134,102.76,2023-01-01 08:25:00
T4_507,2890,248.46,2023-01-01 08:26:00
T4_508,4205,62.48,2023-01-01 08:27:00
T4_509,9669,73.94,2023-01-01 08:28:00
T4_510,3366,211.51,2023-01-01 08:29:00
T4_511,8559,11.37,2023-01-01 08:30:00
T4_512,3526,300.56,2023-01-01 08:31:00
T4_513,8807,84.37,2023-01-01 08:32:00
T4_514,1366,130.59,2023-01-01 08:33:00
T4_515,7521,212.5,2023-01-01 08:34:00
T4_516,7606,46.4,2023-01-01 08:35:00
T4_517,1012,331.52,2023-01-01 08:36:00
T4_518,9727,581.1,2023-01-01 08:37:00
T4_519,4239,102.26,2023-01-01 08:38:00
T4_520,3317,414.54,2023-01-01 08:39:00
T4_521,5042,0.17,2023-01-01 08:40:00
T4_522,8485,336.98,2023-01-01 08:41:00
T4_523,1375,55.89,2023-01-01 08:42:00
T4_524,1256,55.98,2023-01-01 08:43:00
T4_525,1449,38.83,2023-01-01 08:44:00
T4_526,4212,57.19,2023-01-01 08:45:00
T4_527,7175,36.02,2023-01-01 08:46:00
T4_528,6943,354.46,2023-01-01 08:47:00
T4_529,9026,343.93,2023-01-01 08:48:00
T4_530,8446,16.17,2023-01-01 08:49:00
T4_531,2308,23.12,2023-01-01 08:50:00
T4_532,9339,297.1,2023-01-01 08:51:00
T4_533,5016,76.36,2023-01-01 08:52:00
T4_534,4940,27.82,2023-01-01 08:53:00
T4_535,7713,107.21,2023-01-01 08:54:00
T4_536,5071,80.85,2023-01-01 08:55:00
T4_537,9107,37.11,2023-01-01 08:56:00
T4_538,6912,191.35,2023-01-01 08:57:00
T4_539,1442,149.66,2023-01-01 08:58:00
T4_540,3944,15.75,2023-01-01 08:59:00
T4_541,4936,389.32,2023-01-01 09:00:00
T4_542,1398,122.63,2023-01-01 09:01:00
T4_543,3995,43.19,2023-01-01 09:02:00
T4_544,7329,34.66,2023-01-01 09:03:00
T4_545,3216,21.92,2023-01-01 09:04:00
T4_546,2707,82.91,2023-01-01 09:05:00
T4_547,6766,21.85,2023-01-01 09:06:00
T4_548,6677,80.63,2023-01-01 09:07:00
T4_549,3568,24.16,2023-01-01 09:08:00
T4_550,8638,160.42,2023-01-01 09:09:00
T4_551,1160,230.74,2023-01-01 09:10:00
T4_552,9067,119.62,2023-01-01 09:11:00
T4_553,4904,170.94,2023-01-01 09:12:00
T4_554,4573,418.01,2023-01-01 09:13:00
T4_555,2825,152.57,2023-01-01 09:14:00
T4_556,6582,67.92,2023-01-01 09:15:00
T4_557,2176,89.53,2023-01-01 09:16:00
T4_558,5918,295.48,2023-01-01 09:17:00
